Parent Cell	Interaction Type	Daughter Cell	Cell Common Name	Daughter Cell (No common names)	Parent Cell Generation	Node_size	Emb Term	Apoptoses	Emb Term Blast
ABalappppa	cc	ABalappppap (IL2DR)	IL2DR	ABalappppap	10	99	T		
ABalappppp	cc	ABalapppppa (AVJR)	AVJR	ABalapppppa	10	99	T		
ABalappppp	cc	ABalapppppp (CEPsoDR)	CEPsoDR	ABalapppppp	10	99	T		
ABalpaaaaa	cc	ABalpaaaaaa (e3VL)	e3VL	ABalpaaaaaa	10	99	T		
ABalpaaaaa	cc	ABalpaaaaap (m2VL)	m2VL	ABalpaaaaap	10	99	T		
ABalpaaaap	cc	ABalpaaaapa (m1VL)	m1VL	ABalpaaaapa	10	99	T		
ABalpaaaap	cc	ABalpaaaapp		ABalpaaaapp	10	99	T	A	
ABalpaaapa	cc	ABalpaaapaa (m2L)	m2L	ABalpaaapaa	10	99	T		
ABalpaaapa	cc	ABalpaaapap		ABalpaaapap	10	99	T	A	
ABalpaaapp	cc	ABalpaaappa		ABalpaaappa	10	99	T	A	
ABalpaaapp	cc	ABalpaaappp (MCL)	MCL	ABalpaaappp	10	99	T		
ABalpaapaa	cc	ABalpaapaaa (arc post DL)	arc post DL	ABalpaapaaa	10	99	T		
ABalpaapaa	cc	ABalpaapaap (e2DL)	e2DL	ABalpaapaap	10	99	T		
ABalpaapap	cc	ABalpaapapa (mc1DL)	mc1DL	ABalpaapapa	10	99	T		
ABalpaapap	cc	ABalpaapapp (m3L)	m3L	ABalpaapapp	10	99	T		
ABalpaappa	cc	ABalpaappaa (arc ant DL)	arc ant DL	ABalpaappaa	10	99	T		
ABalpaappa	cc	ABalpaappap (arc post VL)	arc post VL	ABalpaappap	10	99	T		
ABalpaappp	cc	ABalpaapppa (hyp 1 DL)	hyp 1 DL	ABalpaapppa	10	99	T		
ABalpaappp	cc	ABalpaapppp (hyp 2 DL)	hyp 2 DL	ABalpaapppp	10	99	T		
ABalpapaaa	cc	ABalpapaaaa (RIPL)	RIPL	ABalpapaaaa	10	99	T		
ABalpapaaa	cc	ABalpapaaap (hyp 2 V)	hyp 2 V	ABalpapaaap	10	99	T		
ABalpapaap	cc	ABalpapaapa (arc ant V)	arc ant V	ABalpapaapa	10	99	T		
ABalpapaap	cc	ABalpapaapp		ABalpapaapp	10	99	T	A	
ABalpapapa	cc	ABalpapapaa (RMDDL)	RMDDL	ABalpapapaa	10	99	T		
ABalpapapa	cc	ABalpapapap		ABalpapapap	10	99			
ABalpapapp	cc	ABalpapappa		ABalpapappa	10	99	T	A	
ABalpapapp	cc	ABalpapappp (SMBVL)	SMBVL	ABalpapappp	10	99	T		
ABalpappaa	cc	ABalpappaaa		ABalpappaaa	10	99	T	A	
ABalpappaa	cc	ABalpappaap		ABalpappaap	10	99			
ABalpappap	cc	ABalpappapa (e2V)	e2V	ABalpappapa	10	99	T		
ABalpappap	cc	ABalpappapp (mc3V)	mc3V	ABalpappapp	10	99	T		
ABalpapppa	cc	ABalpapppaa (I1L)	I1L	ABalpapppaa	10	99	T		
ABalpapppa	cc	ABalpapppap		ABalpapppap	10	99	T	A	
ABalpapppp	cc	ABalpappppa (mc1V)	mc1V	ABalpappppa	10	99	T		
ABalpapppp	cc	ABalpappppp (m3VL)	m3VL	ABalpappppp	10	99	T		
ABalppaaap	cc	ABalppaaapa (AVAL)	AVAL	ABalppaaapa	10	99	T		
ABalppaaap	cc	ABalppaaapp (OLQsoVL)	OLQsoVL	ABalppaaapp	10	99	T		
ABalppaapp	cc	ABalppaappa		ABalppaappa	10	99	T	A	
ABalppaapp	cc	ABalppaappp (CEPsoVL)	CEPsoVL	ABalppaappp	10	99	T		
ABalppapaa	cc	ABalppapaaa (RMDVL)	RMDVL	ABalppapaaa	10	99	T		
ABalppapaa	cc	ABalppapaap (ILshVL)	ILshVL	ABalppapaap	10	99	T		
ABalppapap	cc	ABalppapapa (SAADL)	SAADL	ABalppapapa	10	99	T		
ABalppapap	cc	ABalppapapp (ILsoVL)	ILsoVL	ABalppapapp	10	99	T		
ABalppappa	cc	ABalppappaa (SMDVL)	SMDVL	ABalppappaa	10	99	T		
ABalppappa	cc	ABalppappap (BAGL)	BAGL	ABalppappap	10	99	T		
ABalppappp	cc	ABalppapppa		ABalppapppa	10	99			
ABalppappp	cc	ABalppapppp (IL2VL)	IL2VL	ABalppapppp	10	99	T		
ABalpppaaa	cc	ABalpppaaaa (AVEL)	AVEL	ABalpppaaaa	10	99	T		
ABalpppaaa	cc	ABalpppaaap (OLQshVL)	OLQshVL	ABalpppaaap	10	99	T		
ABalpppaap	cc	ABalpppaapd (OLLshL)	OLLshL	ABalpppaapd	10	99	T		
ABalpppaap	cc	ABalpppaapv		ABalpppaapv	10	99	T	A	
ABalpppapa	cc	ABalpppapad (RMDL)	RMDL	ABalpppapad	10	99	T		
ABalpppapa	cc	ABalpppapav (AFDL)	AFDL	ABalpppapav	10	99	T		
ABalpppapp	cc	ABalpppappa		ABalpppappa	10	99	T	A	
ABalpppapp	cc	ABalpppappp		ABalpppappp	10	99			
ABalppppaa	cc	ABalppppaad (ADLL)	ADLL	ABalppppaad	10	99	T		
ABalppppaa	cc	ABalppppaav		ABalppppaav	10	99	T	A	
ABalppppap	cc	ABalppppapa		ABalppppapa	10	99			
ABalppppap	cc	ABalppppapp		ABalppppapp	10	99	T	A	
ABalpppppa	cc	ABalpppppaa (ADFL)	ADFL	ABalpppppaa	10	99	T		
ABalpppppa	cc	ABalpppppap (AWBL)	AWBL	ABalpppppap	10	99	T		
ABalpppppp	cc	ABalppppppa		ABalppppppa	10	99			
ABalpppppp	cc	ABalppppppp		ABalppppppp	10	99			
ABaraaaaaa	cc	ABaraaaaaaa (e1VL)	e1VL	ABaraaaaaaa	10	99	T		
ABaraaaaaa	cc	ABaraaaaaap (m1L)	m1L	ABaraaaaaap	10	99	T		
ABaraaaaap	cc	ABaraaaaapa (e1VR)	e1VR	ABaraaaaapa	10	99	T		
ABaraaaaap	cc	ABaraaaaapp (m1R)	m1R	ABaraaaaapp	10	99	T		
ABaraaaapa	cc	ABaraaaapaa		ABaraaaapaa	10	99	T	A	
ABaraaaapa	cc	ABaraaaapap (e1D)	e1D	ABaraaaapap	10	99	T		
ABaraaapaa	cc	ABaraaapaaa (arc post DR)	arc post DR	ABaraaapaaa	10	99	T		
ABaraaapaa	cc	ABaraaapaap (e2DR)	e2DR	ABaraaapaap	10	99	T		
ABaraaapap	cc	ABaraaapapa (mc1DR)	mc1DR	ABaraaapapa	10	99	T		
ABaraaapap	cc	ABaraaapapp (m4R)	m4R	ABaraaapapp	10	99	T		
ABaraaappa	cc	ABaraaappaa (arc post D)	arc post D	ABaraaappaa	10	99	T		
ABaraaappa	cc	ABaraaappap (arc post VR)	arc post VR	ABaraaappap	10	99	T		
ABaraaappp	cc	ABaraaapppa (arc ant DR)	arc ant DR	ABaraaapppa	10	99	T		
ABaraaappp	cc	ABaraaapppp (hyp 1 DR)	hyp 1 DR	ABaraaapppp	10	99	T		
ABaraapaaa	cc	ABaraapaaaa (e3D)	e3D	ABaraapaaaa	10	99	T		
ABaraapaaa	cc	ABaraapaaap (m1DL)	m1DL	ABaraapaaap	10	99	T		
ABaraapaap	cc	ABaraapaapa (m2DL)	m2DL	ABaraapaapa	10	99	T		
ABaraapaap	cc	ABaraapaapp (mc2DL)	mc2DL	ABaraapaapp	10	99	T		
ABaraapapa	cc	ABaraapapaa		ABaraapapaa	10	99			
ABaraapapa	cc	ABaraapapap (m5L)	m5L	ABaraapapap	10	99	T		
ABaraapapp	cc	ABaraapappa (M2L)	M2L	ABaraapappa	10	99	T		
ABaraapapp	cc	ABaraapappp (M3L)	M3L	ABaraapappp	10	99	T		
ABaraappaa	cc	ABaraappaaa (MI)	MI	ABaraappaaa	10	99	T		
ABaraappaa	cc	ABaraappaap (m1DR)	m1DR	ABaraappaap	10	99	T		
ABaraappap	cc	ABaraappapa (m2DR)	m2DR	ABaraappapa	10	99	T		
ABaraappap	cc	ABaraappapp (mc2DR)	mc2DR	ABaraappapp	10	99	T		
ABaraapppa	cc	ABaraapppaa		ABaraapppaa	10	99			
ABaraapppa	cc	ABaraapppap (m5R)	m5R	ABaraapppap	10	99	T		
ABaraapppp	cc	ABaraappppa (M2R)	M2R	ABaraappppa	10	99	T		
ABaraapppp	cc	ABaraappppp (M3R)	M3R	ABaraappppp	10	99	T		
ABarapaaaa	cc	ABarapaaaaa (e3VR)	e3VR	ABarapaaaaa	10	99	T		
ABarapaaaa	cc	ABarapaaaap (m2VR)	m2VR	ABarapaaaap	10	99	T		
ABarapaaap	cc	ABarapaaapa (m1VR)	m1VR	ABarapaaapa	10	99	T		
ABarapaaap	cc	ABarapaaapp		ABarapaaapp	10	99	T	A	
ABarapaapa	cc	ABarapaapaa (m2R)	m2R	ABarapaapaa	10	99	T		
ABarapaapa	cc	ABarapaapap		ABarapaapap	10	99	T	A	
ABarapaapp	cc	ABarapaappa (m3R)	m3R	ABarapaappa	10	99	T		
ABarapaapp	cc	ABarapaappp (MCR)	MCR	ABarapaappp	10	99	T		
ABarapapaa	cc	ABarapapaaa		ABarapapaaa	10	99	T	A	
ABarapapaa	cc	ABarapapaap		ABarapapaap	10	99			
ABarapapap	cc	ABarapapapa (arc post V)	arc post V	ABarapapapa	10	99	T		
ABarapapap	cc	ABarapapapp (I5)	I5	ABarapapapp	10	99	T		
ABarapappa	cc	ABarapappaa (I1R)	I1R	ABarapappaa	10	99	T		
ABarapappa	cc	ABarapappap		ABarapappap	10	99	T	A	
ABarapappp	cc	ABarapapppa (mc2V)	mc2V	ABarapapppa	10	99	T		
ABarapappp	cc	ABarapapppp (m3VR)	m3VR	ABarapapppp	10	99	T		
ABarappaaa	cc	ABarappaaaa (RIPR)	RIPR	ABarappaaaa	10	99	T		
ABarappaaa	cc	ABarappaaap		ABarappaaap	10	99	T	A	
ABarappaap	cc	ABarappaapa (hyp 1 V)	hyp 1 V	ABarappaapa	10	99	T		
ABarappaap	cc	ABarappaapp		ABarappaapp	10	99	T	A	
ABarappapa	cc	ABarappapaa (RMDDR)	RMDDR	ABarappapaa	10	99	T		
ABarappapa	cc	ABarappapap		ABarappapap	10	99			
ABarappapp	cc	ABarappappa (DB2)	DB2	ABarappappa	10	99	T		
ABarappapp	cc	ABarappappp (SMBVR)	SMBVR	ABarappappp	10	99	T		
ABarapppaa	cc	ABarapppaaa (RMDVR)	RMDVR	ABarapppaaa	10	99	T		
ABarapppaa	cc	ABarapppaap (ILshVR)	ILshVR	ABarapppaap	10	99	T		
ABarapppap	cc	ABarapppapa (SAADR)	SAADR	ABarapppapa	10	99	T		
ABarapppap	cc	ABarapppapp (ILsoVR)	ILsoVR	ABarapppapp	10	99	T		
ABarappppa	cc	ABarappppaa (SMDVR)	SMDVR	ABarappppaa	10	99	T		
ABarappppa	cc	ABarappppap (BAGR)	BAGR	ABarappppap	10	99	T		
ABarappppp	cc	ABarapppppa		ABarapppppa	10	99			
ABarappppp	cc	ABarapppppp (IL2VR)	IL2VR	ABarapppppp	10	99	T		
ABarpaaaaa	cc	ABarpaaaaal (OLQsoDL)	OLQsoDL	ABarpaaaaal	10	99	T		
ABarpaaaaa	cc	ABarpaaaaar (OLQsoDR)	OLQsoDR	ABarpaaaaar	10	99	T		
ABarpaaaap	cc	ABarpaaaapa (OLQshDL)	OLQshDL	ABarpaaaapa	10	99	T		
ABarpaaaap	cc	ABarpaaaapp (CEPshDL)	CEPshDL	ABarpaaaapp	10	99	T		
ABarpaaapa	cc	ABarpaaapaa (OLQshDR)	OLQshDR	ABarpaaapaa	10	99	T		
ABarpaaapa	cc	ABarpaaapap (CEPshDR)	CEPshDR	ABarpaaapap	10	99	T		
ABarpapaaa	cc	ABarpapaaaa (URADR)	URADR	ABarpapaaaa	10	99	T		
ABarpapaaa	cc	ABarpapaaap		ABarpapaaap	10	99	T	A	
ABarpapaap	cc	ABarpapaapa		ABarpapaapa	10	99	T	A	
ABarpapaap	cc	ABarpapaapp		ABarpapaapp	10	99			
ABarppaapp	cc	ABarppaappa (ALML)	ALML	ABarppaappa	10	99	T		
ABarppaapp	cc	ABarppaappp (BDUL)	BDUL	ABarppaappp	10	99	T		
ABarpppapp	cc	ABarpppappa (ALMR)	ALMR	ABarpppappa	10	99	T		
ABarpppapp	cc	ABarpppappp (BDUR)	BDUR	ABarpppappp	10	99	T		
ABplaaaaaa	cc	ABplaaaaaaa (URADL)	URADL	ABplaaaaaaa	10	99	T		
ABplaaaaaa	cc	ABplaaaaaap		ABplaaaaaap	10	99	T	A	
ABplaaaaap	cc	ABplaaaaapa		ABplaaaaapa	10	99	T	A	
ABplaaaaap	cc	ABplaaaaapp		ABplaaaaapp	10	99			
ABplaapaaa	cc	ABplaapaaaa (hyp 3)	hyp 3	ABplaapaaaa	10	99	T		
ABplaapaaa	cc	ABplaapaaap (ILsoDL)	ILsoDL	ABplaapaaap	10	99	T		
ABplaapaap	cc	ABplaapaapa (URBL)	URBL	ABplaapaapa	10	99	T		
ABplaapaap	cc	ABplaapaapp (AMshL)	AMshL	ABplaapaapp	10	99	T		
ABplaapapa	cc	ABplaapapaa (AWAL)	AWAL	ABplaapapaa	10	99	T		
ABplaapapa	cc	ABplaapapap (ASGL)	ASGL	ABplaapapap	10	99	T		
ABplaapapp	cc	ABplaapappa (AIBL)	AIBL	ABplaapappa	10	99	T		
ABplaapapp	cc	ABplaapappp		ABplaapappp	10	99			
ABplapaaaa	cc	ABplapaaaaa		ABplapaaaaa	10	99	T	A	
ABplapaaaa	cc	ABplapaaaap		ABplapaaaap	10	99			
ABplapaaap	cc	ABplapaaapa		ABplapaaapa	10	99			
ABplapaaap	cc	ABplapaaapp (RMGL)	RMGL	ABplapaaapp	10	99	T		
ABplapapaa	cc	ABplapapaaa (QL)	QL	ABplapapaaa	10	99	T		B
ABplapapaa	cc	ABplapapaap (V5L)	V5L	ABplapapaap	10	99	T		B
ABplapappp	cc	ABplapapppa		ABplapapppa	10	99	T	A	
ABplapappp	cc	ABplapapppp		ABplapapppp	10	99			
ABplapppaa	cc	ABplapppaaa (PVQL)	PVQL	ABplapppaaa	10	99	T		
ABplapppaa	cc	ABplapppaap		ABplapppaap	10	99	T	A	
ABplapppap	cc	ABplapppapa		ABplapppapa	10	99	T	A	
ABplapppap	cc	ABplapppapp		ABplapppapp	10	99			
ABplpaaaaa	cc	ABplpaaaaaa (SAAVL)	SAAVL	ABplpaaaaaa	10	99	T		
ABplpaaaaa	cc	ABplpaaaaap (AWCL)	AWCL	ABplpaaaaap	10	99	T		
ABplpaaaap	cc	ABplpaaaapa (excretory duct)	excretory duct	ABplpaaaapa	10	99	T		
ABplpaaaap	cc	ABplpaaaapp (DB1)	DB1	ABplpaaaapp	10	99	T		
ABplpaaapa	cc	ABplpaaapaa (URAVL)	URAVL	ABplpaaapaa	10	99	T		
ABplpaaapa	cc	ABplpaaapap (CEPshVL)	CEPshVL	ABplpaaapap	10	99	T		
ABplpaaapp	cc	ABplpaaappa		ABplpaaappa	10	99			
ABplpaaapp	cc	ABplpaaappp (URYVL)	URYVL	ABplpaaappp	10	99	T		
ABplpaapaa	cc	ABplpaapaaa (RIVL)	RIVL	ABplpaapaaa	10	99	T		
ABplpaapaa	cc	ABplpaapaap (AVBL)	AVBL	ABplpaapaap	10	99	T		
ABplpaapap	cc	ABplpaapapa (AMsoL)	AMsoL	ABplpaapapa	10	99	T		
ABplpaapap	cc	ABplpaapapp		ABplpaapapp	10	99	T	A	
ABplpaappa	cc	ABplpaappaa (ASHL)	ASHL	ABplpaappaa	10	99	T		
ABplpaappa	cc	ABplpaappap (RIBL)	RIBL	ABplpaappap	10	99	T		
ABplpaappp	cc	ABplpaapppa (AIML)	AIML	ABplpaapppa	10	99	T		
ABplpaappp	cc	ABplpaapppp		ABplpaapppp	10	99			
ABplpapaaa	cc	ABplpapaaaa (SMDDL)	SMDDL	ABplpapaaaa	10	99	T		
ABplpapaaa	cc	ABplpapaaap (AIYL)	AIYL	ABplpapaaap	10	99	T		
ABplpapaap	cc	ABplpapaapa (SIADL)	SIADL	ABplpapaapa	10	99	T		
ABplpapaap	cc	ABplpapaapp (SIBVL)	SIBVL	ABplpapaapp	10	99	T		
ABplpapapa	cc	ABplpapapaa (excretory gland L)	excretory gland L	ABplpapapaa	10	99	T		
ABplpapapa	cc	ABplpapapap (AVKL)	AVKL	ABplpapapap	10	99	T		
ABplpapapp	cc	ABplpapappa (SIAVL)	SIAVL	ABplpapappa	10	99	T		
ABplpapapp	cc	ABplpapappp (DB5)	DB5	ABplpapappp	10	99	T		
ABplpappaa	cc	ABplpappaaa (RMEV)	RMEV	ABplpappaaa	10	99	T		
ABplpappaa	cc	ABplpappaap (excretory cell)	excretory cell	ABplpappaap	10	99	T		
ABplpapppa	cc	ABplpapppaa (K)	K	ABplpapppaa	10	99	T		
ABplpapppa	cc	ABplpapppap (K')	K'	ABplpapppap	10	99	T		
ABplpapppp	cc	ABplpappppa (PVT)	PVT	ABplpappppa	10	99	T		
ABplpapppp	cc	ABplpappppp (rectal epithelium D)	rectal epithelium D	ABplpappppp	10	99	T		
ABplppaaaa	cc	ABplppaaaaa (SIBDL)	SIBDL	ABplppaaaaa	10	99	T		
ABplppaaaa	cc	ABplppaaaap		ABplppaaaap	10	99			
ABplppaapa	cc	ABplppaapaa		ABplppaapaa	10	99	T	A	
ABplppaapa	cc	ABplppaapap (RIML)	RIML	ABplppaapap	10	99	T		
ABplppaapp	cc	ABplppaappa (AIAL)	AIAL	ABplppaappa	10	99	T		
ABplppaapp	cc	ABplppaappp (DB6)	DB6	ABplppaappp	10	99	T		
ABplppapaa	cc	ABplppapaaa		ABplppapaaa	10	99			
ABplppapaa	cc	ABplppapaap (SABD)	SABD	ABplppapaap	10	99	T		
ABplppapap	cc	ABplppapapa (DA2)	DA2	ABplppapapa	10	99	T		
ABplppapap	cc	ABplppapapp (DA4)	DA4	ABplppapapp	10	99	T		
ABplppappa	cc	ABplppappaa (RIGL)	RIGL	ABplppappaa	10	99	T		
ABplppappa	cc	ABplppappap (DD1)	DD1	ABplppappap	10	99	T		
ABplppappp	cc	ABplppapppa (DD3)	DD3	ABplppapppa	10	99	T		
ABplppappp	cc	ABplppapppp (DD5)	DD5	ABplppapppp	10	99	T		
ABplpppaaa	cc	ABplpppaaaa (DA9)	DA9	ABplpppaaaa	10	99	T		
ABplpppaaa	cc	ABplpppaaap (DA6)	DA6	ABplpppaaap	10	99	T		
ABplpppaap	cc	ABplpppaapa		ABplpppaapa	10	99			
ABplpppaap	cc	ABplpppaapp (PHAL)	PHAL	ABplpppaapp	10	99	T		
ABplpppapa	cc	ABplpppapaa (PHshL)	PHshL	ABplpppapaa	10	99	T		
ABplpppapa	cc	ABplpppapap (hyp 8/9)	hyp 8/9	ABplpppapap	10	99	T		
ABplppppaa	cc	ABplppppaaa (PVPL)	PVPL	ABplppppaaa	10	99	T		
ABplppppaa	cc	ABplppppaap (rectal epithelium VL)	rectal epithelium VL	ABplppppaap	10	99	T		
ABplppppap	cc	ABplppppapa (U)	U	ABplppppapa	10	99	T		B
ABplppppap	cc	ABplppppapp (F)	F	ABplppppapp	10	99	T		B
ABplpppppa	cc	ABplpppppaa (intestinal muscle L)	intestinal muscle L	ABplpppppaa	10	99	T		
ABplpppppa	cc	ABplpppppap (anal depressor muscle)	anal depressor muscle	ABplpppppap	10	99	T		
ABplpppppp	cc	ABplppppppa (tail spike)		Abplppppppa	10	99	T	A	
ABplpppppp	cc	ABplppppppp (hyp 10)	hyp 10	ABplppppppp	10	99	T		
ABpraaaaaa	cc	ABpraaaaaaa (AVER)	AVER	ABpraaaaaaa	10	99	T		
ABpraaaaaa	cc	ABpraaaaaap (OLQshVR)	OLQshVR	ABpraaaaaap	10	99	T		
ABpraaaaap	cc	ABpraaaaapd (OLLshR)	OLLshR	ABpraaaaapd	10	99	T		
ABpraaaaap	cc	ABpraaaaapv		ABpraaaaapv	10	99	T	A	
ABpraaaapa	cc	ABpraaaapad (RMDR)	RMDR	ABpraaaapad	10	99	T		
ABpraaaapa	cc	ABpraaaapav (AFDR)	AFDR	ABpraaaapav	10	99	T		
ABpraaaapp	cc	ABpraaaappa		ABpraaaappa	10	99	T	A	
ABpraaaapp	cc	ABpraaaappp		ABpraaaappp	10	99			
ABpraaapaa	cc	ABpraaapaad (ADLR)	ADLR	ABpraaapaad	10	99	T		
ABpraaapaa	cc	ABpraaapaav		ABpraaapaav	10	99	T	A	
ABpraaapap	cc	ABpraaapapa		ABpraaapapa	10	99			
ABpraaapap	cc	ABpraaapapp		ABpraaapapp	10	99	T	A	
ABpraaappa	cc	ABpraaappaa (ADFR)	ADFR	ABpraaappaa	10	99	T		
ABpraaappa	cc	ABpraaappap (AWBR)	AWBR	ABpraaappap	10	99	T		
ABpraaappp	cc	ABpraaapppa		ABpraaapppa	10	99			
ABpraaappp	cc	ABpraaapppp		ABpraaapppp	10	99			
ABpraapaaa	cc	ABpraapaaaa (hyp 3)	hyp 3	ABpraapaaaa	10	99	T		
ABpraapaaa	cc	ABpraapaaap (ILsoDR)	ILsoDR	ABpraapaaap	10	99	T		
ABpraapaap	cc	ABpraapaapa (URBR)	URBR	ABpraapaapa	10	99	T		
ABpraapaap	cc	ABpraapaapp (AMshR)	AMshR	ABpraapaapp	10	99	T		
ABpraapapa	cc	ABpraapapaa (AWAR)	AWAR	ABpraapapaa	10	99	T		
ABpraapapa	cc	ABpraapapap (ASGR)	ASGR	ABpraapapap	10	99	T		
ABpraapapp	cc	ABpraapappa (AIBR)	AIBR	ABpraapappa	10	99	T		
ABpraapapp	cc	ABpraapappp		ABpraapappp	10	99			
ABprapaaaa	cc	ABprapaaaaa		ABprapaaaaa	10	99	T	A	
ABprapaaaa	cc	ABprapaaaap		ABprapaaaap	10	99			
ABprapaaap	cc	ABprapaaapa		ABprapaaapa	10	99			
ABprapaaap	cc	ABprapaaapp (RMGR)	RMGR	ABprapaaapp	10	99	T		
ABprapapaa	cc	ABprapapaaa (QR)	QR	ABprapapaaa	10	99	T		B
ABprapapaa	cc	ABprapapaap (V5R)	V5R	ABprapapaap	10	99	T		B
ABprapappp	cc	ABprapapppa		ABprapapppa	10	99	T	A	
ABprapappp	cc	ABprapapppp		ABprapapppp	10	99			
ABprapppaa	cc	ABprapppaaa (PVQR)	PVQR	ABprapppaaa	10	99	T		
ABprapppaa	cc	ABprapppaap		ABprapppaap	10	99	T	A	
ABprapppap	cc	ABprapppapa		ABprapppapa	10	99	T	A	
ABprapppap	cc	ABprapppapp		ABprapppapp	10	99			
ABprpaaaaa	cc	ABprpaaaaaa (SAAVR)	SAAVR	ABprpaaaaaa	10	99	T		
ABprpaaaaa	cc	ABprpaaaaap (AWCR)	AWCR	ABprpaaaaap	10	99	T		
ABprpaaaap	cc	ABprpaaaapa (G1)	G1	ABprpaaaapa	10	99	T		B
ABprpaaaap	cc	ABprpaaaapp (DB3)	DB3	ABprpaaaapp	10	99	T		
ABprpaaapa	cc	ABprpaaapaa (URAVR)	URAVR	ABprpaaapaa	10	99	T		
ABprpaaapa	cc	ABprpaaapap (CEPshVR)	CEPshVR	ABprpaaapap	10	99	T		
ABprpaaapp	cc	ABprpaaappa		ABprpaaappa	10	99			
ABprpaaapp	cc	ABprpaaappp (URYVR)	URYVR	ABprpaaappp	10	99	T		
ABprpaapaa	cc	ABprpaapaaa (RIVR)	RIVR	ABprpaapaaa	10	99	T		
ABprpaapaa	cc	ABprpaapaap (AVBR)	AVBR	ABprpaapaap	10	99	T		
ABprpaapap	cc	ABprpaapapa (AMsoR)	AMsoR	ABprpaapapa	10	99	T		
ABprpaapap	cc	ABprpaapapp		ABprpaapapp	10	99	T	A	
ABprpaappa	cc	ABprpaappaa (ASHR)	ASHR	ABprpaappaa	10	99	T		
ABprpaappa	cc	ABprpaappap (RIBR)	RIBR	ABprpaappap	10	99	T		
ABprpaappp	cc	ABprpaapppa (AIMR)	AIMR	ABprpaapppa	10	99	T		
ABprpaappp	cc	ABprpaapppp		ABprpaapppp	10	99			
ABprpapaaa	cc	ABprpapaaaa (SMDDR)	SMDDR	ABprpapaaaa	10	99	T		
ABprpapaaa	cc	ABprpapaaap (AIYR)	AIYR	ABprpapaaap	10	99	T		
ABprpapaap	cc	ABprpapaapa (SIADR)	SIADR	ABprpapaapa	10	99	T		
ABprpapaap	cc	ABprpapaapp (SIBVR)	SIBVR	ABprpapaapp	10	99	T		
ABprpapapa	cc	ABprpapapaa (excretory gland R)	excretory gland R	ABprpapapaa	10	99	T		
ABprpapapa	cc	ABprpapapap (AVKR)	AVKR	ABprpapapap	10	99	T		
ABprpapapp	cc	ABprpapappa (SIAVR)	SIAVR	ABprpapappa	10	99	T		
ABprpapapp	cc	ABprpapappp (DA8)	DA8	ABprpapappp	10	99	T		
ABprpappaa	cc	ABprpappaaa (RIH)	RIH	ABprpappaaa	10	99	T		
ABprpappaa	cc	ABprpappaap (AVL)	AVL	ABprpappaap	10	99	T		
ABprpappap	cc	ABprpappapa (RIS)	RIS	ABprpappapa	10	99	T		
ABprpappap	cc	ABprpappapp (DB4)	DB4	ABprpappapp	10	99	T		
ABprpapppa	cc	ABprpapppaa (RIR)	RIR	ABprpapppaa	10	99	T		
ABprpapppa	cc	ABprpapppap (AVG)	AVG	ABprpapppap	10	99	T		
ABprpapppp	cc	ABprpappppa (virR)	virR	ABprpappppa	10	99	T		
ABprpapppp	cc	ABprpappppp (virL)	virL	ABprpappppp	10	99	T		
ABprppaaaa	cc	ABprppaaaaa (SIBDR)	SIBDR	ABprppaaaaa	10	99	T		
ABprppaaaa	cc	ABprppaaaap		ABprppaaaap	10	99			
ABprppaapa	cc	ABprppaapaa		ABprppaapaa	10	99	T	A	
ABprppaapa	cc	ABprppaapap (RIMR)	RIMR	ABprppaapap	10	99	T		
ABprppaapp	cc	ABprppaappa (AIAR)	AIAR	ABprppaappa	10	99	T		
ABprppaapp	cc	ABprppaappp (DB7)	DB7	ABprppaappp	10	99	T		
ABprppapaa	cc	ABprppapaaa		ABprppapaaa	10	99			
ABprppapaa	cc	ABprppapaap (DA1)	DA1	ABprppapaap	10	99	T		
ABprppapap	cc	ABprppapapa (DA3)	DA3	ABprppapapa	10	99	T		
ABprppapap	cc	ABprppapapp (DA5)	DA5	ABprppapapp	10	99	T		
ABprppappa	cc	ABprppappaa (RIGR)	RIGR	ABprppappaa	10	99	T		
ABprppappa	cc	ABprppappap (DD2)	DD2	ABprppappap	10	99	T		
ABprppappp	cc	ABprppapppa (DD4)	DD4	ABprppapppa	10	99	T		
ABprppappp	cc	ABprppapppp (DD6)	DD6	ABprppapppp	10	99	T		
ABprpppaaa	cc	ABprpppaaaa (Y)	Y	ABprpppaaaa	10	99	T		
ABprpppaaa	cc	ABprpppaaap (DA7)	DA7	ABprpppaaap	10	99	T		
ABprpppaap	cc	ABprpppaapa		ABprpppaapa	10	99			
ABprpppaap	cc	ABprpppaapp (PHAR)	PHAR	ABprpppaapp	10	99	T		
ABprpppapa	cc	ABprpppapaa (PHshR)	PHshR	ABprpppapaa	10	99	T		
ABprpppapa	cc	ABprpppapap (hyp 8/9)	hyp 8/9	ABprpppapap	10	99	T		
ABprppppaa	cc	ABprppppaaa (PVPR)	PVPR	ABprppppaaa	10	99	T		
ABprppppaa	cc	ABprppppaap (rectal epithelium VR)	rectal epithelium VR	ABprppppaap	10	99	T		
ABprppppap	cc	ABprppppapa (B)	B	ABprppppapa	10	99	T		
ABprppppap	cc	ABprppppapp (DVA)	DVA	ABprppppapp	10	99	T		
ABprpppppa	cc	ABprpppppaa (body muscle)	body muscle	ABprpppppaa	10	99	T		
ABprpppppa	cc	ABprpppppap (sphincter muscle)	sphincter muscle	ABprpppppap	10	99	T		
